3050 4030 3
1194 194 13.35 20.29
1194 2361 10.08 13.97
1194 2618 18.61 25.72
1194 2599 8.41 17.02
1194 521 5.18 8.95
1195 106 3.81 6.71
1195 3629 15.77 26.82
1195 4447 8.14 12.48
1195 3536 11.78 16.72
1195 1926 16.79 21.05
1196 44 6.37 13.24
1196 688 15.79 32.2
1196 3499 5.17 12.72
1196 1586 6.42 13.58
1196 1165 1.13 2.22
1197 1582 5.0 10.78
1197 3583 7.38 9.41
1197 1947 11.41 24.25
1197 2565 5.52 12.0
1197 3667 5.39 7.98
1198 4671 9.46 21.6
1198 2702 8.14 19.13
1198 1158 6.05 12.19
1198 846 2.9 5.81
1198 3818 18.27 42.63
1199 3381 1.67 2.8
1199 2476 16.0 25.71
1199 2639 19.66 24.33
1199 1215 10.9 25.93
1199 4440 4.44 9.87
1200 1669 4.71 8.74
1200 4689 6.41 9.67
1200 3392 13.69 18.1
1200 4501 7.21 12.78
1200 1044 7.6 12.61
1201 1977 19.79 30.7
1201 1384 11.8 24.1
1201 2262 0.5 0.66
1201 2642 12.2 25.29
1201 4352 19.3 25.89
1202 286 9.36 22.92
1202 3902 4.55 10.0
1202 3477 8.09 16.62
1202 840 6.54 12.31
1202 182 6.21 8.55
1203 3663 17.19 22.0
1203 4246 19.16 27.4
1203 2174 12.07 18.16
1203 2039 5.59 8.02
1203 2587 8.43 13.84
1204 387 1.73 2.84
1204 1202 6.99 15.81
1204 1446 19.8 42.19
1204 2103 18.34 44.91
1204 3404 9.43 14.9
1205 2344 5.69 13.31
1205 788 1.25 1.54
1205 1078 15.02 29.36
1205 4825 15.61 30.75
1205 4758 5.13 11.16
1206 3451 6.81 8.48
1206 634 14.82 31.27
1206 4013 2.55 3.64
1206 1082 6.77 16.8
1206 137 17.87 26.47
1207 1180 10.39 23.76
1207 596 9.53 23.64
1207 3219 8.91 16.28
1207 60 6.32 14.78
1207 1256 14.35 17.36
1208 4038 9.14 18.61
1208 3563 8.41 16.44
1208 1873 19.14 44.05
1208 1894 19.11 31.52
1208 3400 17.87 25.42
1209 2293 12.6 21.42
1209 1824 8.76 17.43
1209 2157 18.63 43.53
1209 4658 12.13 29.63
1209 2010 5.47 7.11
1210 1675 13.14 19.6
1210 1018 16.3 34.28
1210 4789 17.61 25.75
1210 4829 9.14 17.09
1210 4635 9.62 22.62
1211 3253 13.2 20.01
1211 3260 6.68 10.39
1211 3355 1.41 1.74
1211 3310 14.15 18.9
1211 4251 2.39 5.79
1212 3655 13.2 17.61
1212 1438 8.86 13.85
1212 1827 13.17 29.64
1212 459 18.39 39.63
1212 1621 11.02 18.93
1213 1775 4.78 7.57
1213 622 6.89 12.87
1213 4182 9.69 23.56
1213 2943 14.69 32.79
1213 2777 17.95 22.94
1214 458 17.47 26.39
1214 1038 4.15 6.55
1214 2046 18.48 35.46
1214 3530 10.5 22.31
1214 2727 3.57 8.13
1215 4309 8.23 12.84
1215 2406 1.05 1.86
1215 370 5.25 12.64
1215 4008 15.85 21.64
1215 1971 19.35 45.56
1216 1680 19.18 39.24
1216 536 9.37 13.94
1216 2536 10.59 24.53
1216 3193 3.13 6.77
1216 1646 4.96 11.69
1217 2018 15.13 31.03
1217 736 13.58 28.07
1217 740 7.25 11.89
1217 2158 14.13 20.22
1217 2346 9.22 14.79
1218 3176 19.24 42.82
1218 3453 16.5 20.54
1218 1575 12.34 29.46
1218 3512 5.19 7.58
1218 1687 15.4 31.77
1219 4407 18.83 29.89
1219 1427 11.27 19.45
1219 173 4.42 6.24
1219 2122 2.14 3.85
1219 3174 19.0 42.92
1220 2027 17.39 28.84
1220 4007 13.62 16.44
1220 2619 19.53 44.77
1220 1671 17.57 32.54
1220 1957 7.42 10.48
1221 2218 7.57 16.41
1221 2415 5.19 8.09
1221 1154 16.94 35.32
1221 976 4.86 11.73
1221 3920 4.62 8.9
1222 4447 1.9 3.49
1222 4159 19.86 38.26
1222 4989 10.35 17.94
1222 2482 11.3 19.99
1222 333 17.61 37.53
1223 3509 17.68 26.1
1223 3928 1.42 3.34
1223 1566 16.54 31.24
1223 1667 10.43 24.37
1223 3657 18.4 33.09
1224 500 6.15 12.64
1224 3868 5.18 12.55
1224 1443 9.69 18.13
1224 2589 19.15 37.56
1224 621 19.06 39.85
1225 1497 4.36 8.23
1225 2545 14.87 28.55
1225 3525 10.27 19.91
1225 2348 3.71 6.08
1225 460 8.12 19.67
1226 1039 10.07 21.63
1226 3503 12.77 21.16
1226 1877 12.41 23.8
1226 1870 17.89 22.38
1226 3163 11.79 17.48
1227 4057 2.94 5.5
1227 2340 1.71 3.4
1227 2009 12.88 17.24
1227 3653 4.05 6.75
1227 985 8.55 17.35
1228 2359 5.35 13.01
1228 1500 10.2 18.64
1228 4593 14.13 34.66
1228 3693 17.81 41.4
1228 2797 1.65 2.61
1229 590 16.87 29.42
1229 2711 13.31 28.46
1229 1944 8.09 12.34
1229 1228 15.56 32.16
1229 1136 9.5 19.19
1230 3658 11.3 13.9
1230 622 2.65 3.38
1230 4011 5.49 8.16
1230 944 16.86 33.46
1230 3339 2.92 6.33
1231 2278 5.2 10.08
1231 98 1.17 1.66
1231 4783 12.27 26.23
1231 722 17.54 21.64
1231 4098 9.15 16.93
1232 3994 8.73 20.18
1232 418 9.7 21.39
1232 3139 14.28 17.59
1232 264 11.72 15.14
1232 4591 9.02 16.19
1233 3571 15.26 18.72
1233 1417 17.69 29.73
1233 126 4.69 9.49
1233 4265 13.58 19.28
1233 3612 12.45 20.27
1234 4760 0.76 1.65
1234 3994 12.24 22.8
1234 4574 18.24 33.4
1234 4262 16.44 34.02
1234 3289 4.1 4.93
1235 3395 4.3 5.38
1235 4844 3.08 6.68
1235 2452 17.91 27.1
1235 1937 10.15 22.83
1235 4332 14.99 18.44
1236 3695 11.74 18.44
1236 93 13.62 24.03
1236 2863 9.66 20.91
1236 634 14.11 29.58
1236 2438 11.81 23.96
1237 4373 14.26 33.19
1237 4037 11.6 28.94
1237 4167 19.2 36.24
1237 1572 11.73 17.1
1237 1745 1.84 4.21
1238 2682 12.32 23.39
1238 1341 3.92 6.47
1238 4236 9.58 21.35
1238 4285 1.9 3.17
1238 3956 12.36 18.73
1239 509 15.03 20.17
1239 1300 4.4 6.21
1239 2028 19.23 37.95
1239 4335 13.34 29.63
1239 1845 6.37 15.4
1240 2905 14.8 21.07
1240 1844 11.29 14.17
1240 3880 19.91 34.75
1240 3648 3.88 5.28
1240 62 15.19 32.0
1241 4297 18.78 35.22
1241 2373 9.36 21.2
1241 3291 11.82 14.23
1241 3466 18.59 26.09
1241 3757 18.97 43.11
1242 2421 5.76 8.25
1242 4964 16.03 38.21
1242 2867 12.85 17.46
1242 1554 3.42 7.73
1242 118 13.57 18.18
1243 4974 4.56 5.59
1243 2847 15.16 32.68
1243 398 2.5 4.81
1243 215 3.8 9.11
1243 1705 1.83 3.4
1244 200 18.35 36.71
1244 4963 4.05 7.36
1244 1724 18.63 34.06
1244 3691 1.1 2.7
1244 239 1.71 2.43
1245 3612 4.56 5.59
1245 49 3.07 3.78
1245 4017 19.95 31.94
1245 3899 8.64 21.13
1245 3427 12.65 17.14
1246 2062 14.59 19.83
1246 3201 1.87 4.65
1246 1821 16.1 23.75
1246 2051 8.85 14.66
1246 2036 8.74 20.39
1247 88 2.91 7.25
1247 1487 5.7 11.57
1247 704 2.57 3.94
1247 1844 5.8 9.22
1247 432 19.44 48.2
1248 1455 3.82 5.16
1248 2622 10.54 25.29
1248 2534 4.19 9.08
1248 3020 6.42 11.42
1248 2301 13.43 31.6
1249 2402 19.32 38.79
1249 4875 18.93 35.23
1249 1034 15.96 35.29
1249 2570 1.45 2.89
1249 4193 11.49 15.42
1250 1102 13.33 17.34
1250 2351 2.32 4.48
1250 3191 15.61 37.3
1250 2263 2.92 5.53
1250 3839 15.65 37.6
1251 4713 10.7 14.71
1251 2312 18.76 46.81
1251 4112 12.59 16.6
1251 3775 19.86 24.08
1251 4527 10.44 19.67
1252 1554 9.81 24.04
1252 4754 19.66 35.63
1252 3380 16.08 35.29
1252 2213 7.85 11.3
1252 917 16.31 39.84
1253 3165 4.55 7.26
1253 1471 0.81 1.46
1253 2624 14.29 18.44
1253 686 15.77 32.85
1253 2917 0.91 1.46
1254 2775 18.13 21.93
1254 3965 19.07 35.37
1254 2178 14.05 28.05
1254 4987 5.72 7.7
1254 2239 15.18 30.64
1255 735 9.77 11.83
1255 2836 17.07 29.58
1255 4371 5.23 12.03
1255 3301 11.55 23.98
1255 3409 15.6 19.47
1256 1347 19.82 23.9
1256 1553 12.05 28.25
1256 220 9.36 13.7
1256 2563 13.02 31.43
1256 3589 12.41 19.58
1257 4408 8.19 14.73
1257 3928 14.74 25.44
1257 552 4.85 11.6
1257 4522 2.43 5.03
1257 1168 13.41 33.51
1258 3983 14.15 20.91
1258 2053 10.81 14.7
1258 1465 17.84 24.74
1258 2062 9.38 11.62
1258 3374 3.87 8.52
1259 562 1.69 2.5
1259 1255 15.22 22.03
1259 1303 9.36 18.44
1259 274 18.15 33.72
1259 4456 1.07 2.06
1260 4245 14.36 18.66
1260 1188 0.52 0.97
1260 4585 18.87 26.24
1260 4719 19.85 29.49
1260 3781 3.6 4.84
1261 2289 15.36 25.84
1261 3301 4.17 7.64
1261 4081 12.14 14.86
1261 2859 4.22 10.03
1261 1250 6.26 9.07
1262 2455 6.55 9.02
1262 4063 14.84 18.63
1262 4121 18.05 27.09
1262 1325 4.7 7.99
1262 4656 8.45 14.4
1263 147 10.96 18.75
1263 4559 10.67 26.66
1263 3363 1.02 1.25
1263 2554 8.85 11.5
1263 1399 18.61 44.95
1264 2777 1.13 2.16
1264 1070 11.15 26.47
1264 1588 15.03 24.99
1264 2543 3.54 7.89
1264 4478 15.45 19.23
1265 1163 15.73 19.96
1265 1114 4.34 8.9
1265 2641 16.44 25.17
1265 4447 9.95 24.59
1265 2856 4.11 6.81
1266 238 1.51 3.12
1266 1092 1.15 1.51
1266 4896 18.9 39.39
1266 1290 5.24 8.1
1266 1306 13.75 28.78
1267 4397 13.92 26.86
1267 2556 7.61 9.34
1267 2630 13.43 25.83
1267 2907 11.15 22.07
1267 4788 17.45 34.92
1268 3979 0.94 1.82
1268 2854 11.85 16.91
1268 1905 15.79 26.69
1268 937 1.97 4.17
1268 949 15.65 35.32
1269 608 18.02 38.53
1269 53 3.71 7.88
1269 263 15.93 22.66
1269 3699 8.88 15.18
1269 1602 5.64 10.93
1270 2297 14.59 25.64
1270 1618 15.06 24.22
1270 3808 14.2 32.49
1270 2238 3.26 7.55
1270 1946 8.46 16.07
1271 1517 11.07 19.24
1271 2818 7.27 17.18
1271 3703 16.24 21.19
1271 1872 13.24 26.05
1271 3905 17.47 22.08
1272 250 1.65 2.76
1272 1918 16.89 23.67
1272 2188 1.69 4.06
1272 2617 14.63 35.1
1272 4984 8.95 20.74
1273 681 18.35 32.73
1273 1943 0.87 1.76
1273 528 9.01 16.37
1273 1329 3.79 9.0
1273 4672 12.1 28.86
1274 4887 16.71 35.24
1274 4072 12.15 24.16
1274 3283 6.77 14.91
1274 3914 13.76 29.61
1274 1583 6.15 10.51
1275 2745 11.94 19.48
1275 1242 14.99 23.42
1275 709 15.59 27.81
1275 652 1.7 2.8
1275 712 4.39 6.24
1276 569 17.56 30.91
1276 3376 15.3 29.9
1276 4700 14.46 26.31
1276 2500 8.64 21.46
1276 4159 14.27 31.91
1277 1569 14.3 23.78
1277 112 11.9 16.01
1277 820 17.18 21.42
1277 1966 1.22 2.42
1277 1432 1.42 3.52
1278 963 13.0 29.48
1278 1060 18.12 27.93
1278 1448 13.4 32.92
1278 4918 17.1 21.78
1278 46 17.5 22.0
1279 4852 9.56 21.73
1279 1572 12.6 25.88
1279 2822 12.55 18.83
1279 2052 18.03 24.39
1279 3339 2.45 4.96
1280 2882 14.82 26.24
1280 259 17.03 31.31
1280 2028 15.53 27.95
1280 195 19.35 37.27
1280 4126 12.73 25.25
1281 1555 9.73 23.03
1281 3140 14.09 26.35
1281 2221 13.46 18.78
1281 1576 5.05 7.89
1281 3945 16.97 26.87
1282 3947 10.46 17.74
1282 4093 5.88 11.11
1282 4479 1.19 2.78
1282 2089 8.35 10.77
1282 2545 5.73 13.37
1283 1901 16.52 28.44
1283 920 10.65 25.17
1283 3008 11.0 24.25
1283 1547 2.11 4.54
1283 4164 12.36 29.86
1284 3650 14.13 27.22
1284 2458 16.09 33.11
1284 3824 0.58 0.84
1284 2982 7.74 13.33
1284 157 12.6 20.82
1285 3258 7.57 15.97
1285 3483 18.3 35.42
1285 2452 12.14 18.89
1285 151 17.39 24.42
1285 2577 9.72 16.82
1286 4778 1.68 2.14
1286 2849 10.17 19.79
1286 4468 0.8 1.93
1286 2324 14.22 23.03
1286 1301 4.71 10.8
1287 4622 8.25 10.55
1287 3868 19.45 33.72
1287 232 15.93 34.63
1287 348 19.33 39.94
1287 4123 10.89 14.15
1288 2210 18.81 40.62
1288 3726 4.04 5.38
1288 984 19.23 38.5
1288 4665 18.89 26.67
1288 4422 3.08 3.7
1289 767 16.42 30.55
1289 1470 7.33 14.88
1289 1899 11.99 27.32
1289 55 12.31 16.58
1289 4788 8.61 17.76
1290 2841 0.98 1.28
1290 1389 7.92 19.55
1290 307 5.85 12.86
1290 3390 1.13 2.53
1290 534 13.42 27.02
1291 4639 16.88 24.02
1291 4610 4.8 11.41
1291 3841 7.99 13.64
1291 764 14.97 32.28
1291 2374 4.59 9.47
1292 3085 7.19 9.36
1292 635 13.27 17.87
1292 2893 11.04 24.37
1292 514 11.84 25.6
1292 3554 18.87 35.01
1293 266 12.76 29.5
1293 3447 1.49 2.71
1293 2066 1.89 3.49
1293 3567 3.21 4.35
1293 3912 11.83 28.47
1294 821 17.81 34.35
1294 3591 15.31 21.5
1294 395 18.13 32.58
1294 4144 8.54 16.65
1294 138 0.96 1.77
1295 1691 15.97 23.65
1295 4829 2.23 3.43
1295 2338 14.48 36.17
1295 1027 1.45 3.28
1295 481 8.58 18.2
1296 70 4.58 9.8
1296 1096 12.03 27.19
1296 300 2.99 5.35
1296 4076 19.48 45.97
1296 2814 1.42 3.18
1297 426 16.45 25.27
1297 1265 9.24 20.38
1297 4300 17.98 34.93
1297 3709 9.8 19.35
1297 3021 12.78 21.61
1298 1853 2.06 4.81
1298 3461 10.22 14.38
1298 628 16.93 30.2
1298 2104 5.73 11.26
1298 2608 17.21 23.55
1299 1730 19.13 23.99
1299 2338 2.5 4.13
1299 2433 10.41 13.66
1299 3342 8.34 10.74
1299 1240 15.48 35.56
1300 4056 15.19 37.72
1300 2663 18.52 23.54
1300 660 7.94 12.4
1300 4496 17.03 25.72
1300 3504 14.09 18.89
1301 4424 9.58 23.31
1301 3560 19.95 44.3
1301 1552 5.53 7.56
1301 91 9.93 21.08
1301 1302 15.26 32.04
1302 2725 2.74 3.59
1302 2323 0.52 1.1
1302 3185 12.35 15.84
1302 2868 2.46 4.64
1302 3578 5.92 8.38
1303 4529 3.74 4.67
1303 414 16.26 37.91
1303 360 12.89 19.11
1303 2253 8.12 12.01
1303 3466 1.56 2.27
1304 3037 16.66 36.97
1304 1208 2.31 4.97
1304 1705 18.22 28.86
1304 3919 6.75 16.44
1304 1509 4.67 11.09
1305 997 19.5 44.04
1305 3216 6.43 10.39
1305 1645 13.81 31.17
1305 425 19.25 36.48
1305 386 5.42 10.04
1306 1691 0.96 2.33
1306 298 17.05 39.72
1306 3715 14.28 28.81
1306 3096 10.98 13.41
1306 2202 1.44 2.54
1307 3442 5.4 12.22
1307 4151 9.89 16.51
1307 4785 16.55 26.44
1307 2168 19.94 30.9
1307 2235 3.8 7.64
1308 1615 14.53 20.2
1308 4230 2.39 4.41
1308 2758 17.57 23.57
1308 4546 12.8 31.89
1308 2064 9.29 18.51
1309 498 2.78 5.36
1309 235 15.82 23.93
1309 2613 19.28 26.13
1309 785 16.66 26.58
1309 1276 10.7 22.1
1310 2371 6.99 14.79
1310 3591 8.3 14.6
1310 2679 3.01 4.79
1310 1742 4.23 6.17
1310 3081 19.0 23.75
1311 311 15.48 20.77
1311 455 2.1 4.83
1311 4818 15.8 26.84
1311 2208 7.9 9.79
1311 1590 8.92 16.18
1312 4767 13.2 29.51
1312 4909 14.6 34.73
1312 4247 10.76 19.51
1312 1035 11.1 18.12
1312 775 7.36 14.91
1313 417 13.93 17.27
1313 3753 17.96 30.99
1313 1938 10.57 19.86
1313 1421 9.4 20.74
1313 3007 9.89 15.22
1314 4514 19.24 37.78
1314 3923 12.56 24.38
1314 4510 6.2 10.11
1314 2657 9.73 13.27
1314 3050 19.78 35.05
1315 3056 10.22 24.64
1315 2870 9.3 23.07
1315 2162 11.94 27.79
1315 2942 3.93 9.05
1315 3428 12.49 23.07
1316 2590 9.23 15.07
1316 1741 7.86 9.86
1316 1825 16.07 36.63
1316 3719 0.51 0.73
1316 1161 9.09 21.3
1317 2178 3.65 7.13
1317 2739 1.74 2.13
1317 4729 6.37 11.19
1317 371 13.22 27.75
1317 4094 4.51 7.01
1318 3770 13.8 28.91
1318 175 5.26 12.21
1318 189 9.85 13.73
1318 3616 15.38 22.05
1318 722 19.31 23.68
1319 2889 0.54 1.17
1319 219 6.7 11.21
1319 4466 13.21 25.13
1319 319 19.61 41.37
1319 1557 1.22 2.99
1320 1297 10.57 22.64
1320 4270 18.67 37.22
1320 4254 4.36 5.45
1320 3667 16.37 26.86
1320 2417 1.68 2.55
1321 709 11.69 26.47
1321 903 13.31 16.3
1321 2935 15.5 28.52
1321 2718 16.91 22.73
1321 3746 18.7 25.23
1322 562 11.16 13.5
1322 3346 4.14 6.63
1322 2463 1.98 4.44
1322 2180 14.48 17.86
1322 55 9.35 21.03
1323 4780 17.48 35.43
1323 976 11.95 17.21
1323 2837 14.76 18.69
1323 805 1.73 3.8
1323 971 6.91 14.54
1324 1726 18.19 38.48
1324 817 14.25 22.72
1324 408 15.12 30.44
1324 3893 14.02 21.5
1324 2716 18.02 26.7
1325 366 18.73 37.44
1325 1271 2.61 4.59
1325 2404 9.36 21.36
1325 1274 3.38 6.25
1325 1142 14.58 18.35
1326 1211 6.52 10.31
1326 1908 2.48 4.67
1326 4425 19.81 29.19
1326 1380 14.99 32.01
1326 1014 9.79 22.5
1327 1804 19.0 25.41
1327 2002 13.04 29.56
1327 2245 7.42 13.9
1327 4771 16.39 37.58
1327 2413 7.9 15.73
1328 4991 17.24 22.64
1328 282 6.78 16.59
1328 2738 3.07 4.81
1328 4899 6.1 13.03
1328 809 3.95 4.97
1329 3740 18.59 27.26
1329 4121 4.0 4.94
1329 1976 13.98 33.99
1329 854 12.89 16.48
1329 3600 7.98 12.57
1330 2744 0.58 1.15
1330 2983 15.24 21.21
1330 4902 14.22 23.43
1330 2319 16.68 34.9
1330 2449 16.37 24.49
1331 4405 12.24 29.94
1331 2105 4.32 8.61
1331 3847 6.28 15.7
1331 2135 18.67 42.97
1331 622 8.62 10.95
1332 447 8.24 12.81
1332 483 0.81 1.62
1332 2025 1.9 2.29
1332 1046 11.17 22.35
1332 718 2.86 5.88
1333 1274 16.48 34.53
1333 1071 19.5 34.96
1333 526 10.71 26.73
1333 4328 3.42 4.6
1333 4009 9.39 20.96
1334 411 13.1 17.75
1334 889 11.77 17.64
1334 1220 15.38 35.58
1334 2597 15.85 37.81
1334 3322 15.93 39.59
1335 4964 19.03 25.39
1335 3184 10.57 14.14
1335 1863 14.12 32.52
1335 2206 19.03 42.96
1335 618 6.32 12.03
1336 604 11.55 16.87
1336 2589 8.48 14.83
1336 1952 10.56 23.12
1336 3852 2.11 4.65
1336 3202 17.44 22.21
1337 3234 2.65 3.86
1337 60 17.58 24.75
1337 2101 6.67 13.41
1337 4676 13.83 25.17
1337 1982 1.37 1.9
1338 1515 9.51 17.2
1338 4372 8.37 14.45
1338 4054 19.26 46.91
1338 4932 6.13 13.71
1338 4955 13.25 32.5
1339 1041 7.38 11.03
1339 1512 3.37 4.45
1339 446 12.24 19.79
1339 1868 17.51 28.24
1339 4049 15.34 31.68
1340 3094 14.43 23.2
1340 1022 8.8 18.21
1340 566 16.32 25.7
1340 4334 16.24 38.6
1340 2656 8.54 19.29
1341 1851 13.98 31.32
1341 4398 2.25 4.02
1341 2837 0.99 1.42
1341 69 16.66 33.55
1341 1941 19.99 28.21
1342 107 1.19 2.29
1342 4294 13.04 32.21
1342 388 12.26 27.6
1342 1171 10.6 18.82
1342 3851 11.76 21.81
1343 433 18.69 42.34
1343 4795 5.93 13.75
1343 1500 9.62 18.78
1343 1973 16.09 19.66
1343 3384 14.95 28.45
1344 4957 4.46 9.61
1344 4776 12.15 22.92
1344 1139 8.0 11.64
1344 2790 5.95 8.75
1344 995 4.03 7.96
1345 910 7.17 14.13
1345 4147 9.51 14.67
1345 2684 1.92 3.4
1345 4710 11.91 15.99
1345 1970 12.29 26.67
1346 3243 0.95 1.56
1346 2025 12.22 24.07
1346 4574 8.51 16.87
1346 872 9.63 23.13
1346 4513 19.69 37.32
1347 2208 10.44 22.51
1347 1309 4.26 6.54
1347 1028 3.16 4.82
1347 1679 15.05 35.4
1347 469 18.31 44.3
1348 3158 8.93 13.64
1348 2039 18.17 45.24
1348 3631 17.95 29.48
1348 2049 12.91 31.9
1348 1223 10.04 19.68
1349 758 8.06 17.0
1349 753 9.26 17.26
1349 3091 4.72 9.82
1349 616 0.76 0.91
1349 2147 3.07 6.02
1350 3750 6.64 8.29
1350 2403 2.66 5.97
1350 4452 12.19 14.87
1350 2557 14.55 30.43
1350 4935 11.0 24.62
1351 4541 16.61 33.13
1351 3482 15.44 25.11
1351 956 13.44 26.58
1351 3920 9.53 17.46
1351 4641 0.67 1.57
1352 129 8.38 11.4
1352 1516 3.16 5.39
1352 3501 12.62 24.48
1352 2452 1.45 2.47
1352 1728 4.53 6.67
1353 4169 9.17 18.86
1353 2399 3.07 6.52
1353 4208 13.73 18.09
1353 354 14.71 24.61
1353 2033 4.66 5.9
1354 4644 19.98 37.44
1354 605 13.89 23.75
1354 2678 11.57 26.04
1354 948 2.84 5.77
1354 3875 19.35 29.32
1355 1028 11.56 15.76
1355 1866 9.92 15.12
1355 4820 9.73 17.75
1355 1584 3.1 6.35
1355 3217 14.45 25.33
1356 1477 12.35 26.41
1356 507 10.82 23.48
1356 1817 18.13 26.59
1356 4822 6.14 8.69
1356 4525 13.24 18.96
1357 1298 2.59 4.4
1357 4186 15.64 30.2
1357 1212 1.09 1.38
1357 2969 4.01 10.02
1357 3397 13.87 30.47
1358 2453 14.17 21.62
1358 2133 14.19 17.58
1358 2318 10.79 26.54
1358 1744 17.16 31.73
1358 2829 18.91 25.33
1359 1394 17.72 33.76
1359 4636 9.13 21.74
1359 1458 19.42 33.93
1359 3006 16.19 34.15
1359 3472 10.25 17.83
1360 1902 11.5 21.47
1360 770 9.0 15.18
1360 4918 19.95 40.27
1360 1330 7.64 12.27
1360 937 1.64 2.75
1361 1284 3.84 9.33
1361 4753 13.02 25.85
1361 2619 1.32 2.28
1361 3895 9.78 15.29
1361 72 2.78 4.96
1362 333 7.56 10.93
1362 2464 3.34 4.6
1362 1867 9.95 13.39
1362 3965 13.06 31.81
1362 708 5.05 10.78
1363 41 6.51 8.89
1363 1711 8.15 10.71
1363 4674 17.76 41.3
1363 3025 14.71 24.38
1363 3161 10.28 24.32
1364 979 11.39 20.42
1364 4370 1.47 2.33
1364 3555 4.32 7.96
1364 424 10.27 25.62
1364 2698 10.29 16.27
1365 3452 17.82 38.14
1365 1077 9.16 13.59
1365 4047 6.6 8.42
1365 2371 3.42 4.16
1365 149 11.19 23.74
1366 931 11.97 21.25
1366 875 1.14 1.73
1366 3619 4.69 9.68
1366 1065 18.56 24.99
1366 1052 7.15 13.89
1367 4924 15.06 25.73
1367 675 5.66 14.04
1367 427 4.72 10.18
1367 4048 7.48 17.27
1367 4601 4.56 10.34
1368 4453 17.91 29.15
1368 1739 2.79 3.64
1368 2916 10.09 15.46
1368 4887 4.61 7.88
1368 866 9.92 21.08
1369 1090 12.63 21.29
1369 1457 15.54 24.19
1369 2553 5.85 9.14
1369 4641 3.97 4.84
1369 4702 10.29 21.09
1370 3538 5.08 9.17
1370 3414 4.28 5.84
1370 1214 4.14 8.78
1370 1892 16.38 33.71
1370 1775 14.66 33.84
1371 1330 6.36 14.93
1371 420 1.87 4.43
1371 262 1.81 4.44
1371 1481 2.28 5.42
1371 3011 18.52 46.04
1372 2657 11.35 18.64
1372 268 2.34 3.92
1372 2821 16.25 32.09
1372 1211 18.36 40.57
1372 3999 7.63 9.25
1373 187 9.04 19.94
1373 453 15.05 37.24
1373 2306 6.4 10.4
1373 4675 4.53 6.15
1373 1638 3.18 7.11
1374 1743 4.26 6.81
1374 3897 18.82 27.7
1374 2556 16.28 21.04
1374 3769 17.54 35.65
1374 4449 9.96 21.42
1375 232 7.87 11.03
1375 1706 4.14 9.76
1375 95 2.46 4.13
1375 1202 18.98 36.74
1375 4219 4.71 9.61
1376 1987 19.69 34.73
1376 429 12.29 29.43
1376 4196 11.56 18.34
1376 2673 2.42 5.49
1376 4875 15.07 25.09
1377 2681 6.69 15.21
1377 1499 8.68 12.83
1377 101 8.95 19.28
1377 1045 9.76 21.98
1377 4884 4.89 6.81
1378 2867 7.36 11.9
1378 2559 2.63 4.85
1378 1333 16.96 37.77
1378 3273 12.3 22.74
1378 4234 5.29 7.03
1379 4189 14.71 32.85
1379 3160 10.11 19.07
1379 2365 5.89 12.22
1379 3912 5.14 12.18
1379 1305 15.2 36.2
1380 2726 18.42 45.53
1380 2124 19.37 33.02
1380 2553 13.92 23.82
1380 2620 9.08 14.82
1380 1829 12.59 15.78
1381 1425 10.46 15.31
1381 2509 0.61 1.22
1381 4613 12.87 30.72
1381 3748 12.53 20.15
1381 4015 14.34 30.36
1382 1049 7.27 14.41
1382 3740 1.3 2.79
1382 2564 19.46 29.31
1382 341 4.97 7.23
1382 3736 7.01 14.58
1383 3278 5.14 11.76
1383 685 14.02 34.73
1383 3738 3.83 5.45
1383 252 16.82 38.21
1383 3577 17.92 41.76
1384 1295 7.45 17.03
1384 134 19.49 32.37
1384 4140 16.52 38.18
1384 2787 8.0 10.28
1384 1957 9.91 23.2
1385 1997 17.89 33.23
1385 737 14.39 23.97
1385 1720 10.09 20.23
1385 2102 10.83 15.23
1385 3054 12.1 27.5
1386 2903 14.24 27.21
1386 3165 5.62 8.9
1386 445 4.77 6.13
1386 3432 18.8 41.58
1386 1669 15.91 23.12
1387 796 6.25 8.55
1387 4559 16.55 22.89
1387 4653 10.55 25.94
1387 4543 10.37 21.18
1387 1092 14.13 30.73
1388 1019 14.71 29.51
1388 828 11.5 14.38
1388 1833 1.68 3.33
1388 4944 8.94 18.57
1388 3047 11.17 24.26
1389 4044 11.29 18.0
1389 3178 19.43 41.01
1389 4836 12.05 14.5
1389 605 10.43 19.14
1389 2052 15.03 19.9
1390 1191 2.99 4.08
1390 872 16.99 39.52
1390 4063 7.66 19.0
1390 4996 13.47 31.3
1390 4651 13.72 20.02
1391 4111 13.86 28.01
1391 2112 13.91 17.71
1391 3419 15.21 21.66
1391 85 18.11 45.03
1391 3516 4.94 8.06
1392 1226 10.01 17.01
1392 1780 17.93 21.57
1392 4560 13.57 31.88
1392 788 9.03 13.33
1392 572 11.89 26.93
1393 1355 18.77 41.03
1393 2863 18.07 29.91
1393 970 5.97 10.81
1393 2591 7.19 17.09
1393 1413 5.42 12.57
1394 2053 16.6 27.89
1394 4983 1.59 3.15
1394 2140 13.19 28.22
1394 795 18.86 31.96
1394 1180 18.74 46.13
1395 3757 12.5 29.02
1395 4618 16.31 24.63
1395 3740 2.47 3.7
1395 351 5.29 11.38
1395 2040 18.87 44.39
1396 3870 13.12 20.55
1396 3479 14.73 33.8
1396 1718 12.53 22.92
